address,main_cluster,subcluster
0x009414acf8b9682ccf355acbe403fa2228a36c7f,1,0
0x002193fa5c78ca7ebd88b3329fec6978881c0162,1,0
0x008ea44212ea951fd0f9f5c25f628ff5bf0b2970,1,0
0x0189f9f89f13240512dc119dd97ca8e7c4954e57,1,0
0x003b792ea88a8e77b78cd645bd533a05e0f862fb,1,0
0x0072e0a1f4cd98620c81997f9808ad8216aead38,1,0
0x0027870d21b530c124254aa5e0e855c04aa6d182,1,0
0x00dde8541d3c62def3550a46bd4cc63e7c0a4761,1,0
0x01042d8a5829eded7c6ad5ffd6ed91cd13f33829,1,0
0x020b65963ed3cc403edb74dbccdc1df4bec29f36,1,0
0x02ea3f0beed1344b81620a44ea6481265e417c63,1,0
0x02fd607917d9e92726daf2a7edf3f92bd84542d9,1,0
0x02b681e9a26e700c46f88c1c61b1cce0225ffd11,1,0
0x023badbf826a724719feb59b8c5946b8f482283c,1,0
0x03338a352a30df261c51d7bde6913bef023e397d,1,0
0x031fba7c6e536ae4d6680367406d6cb7f03e57f5,1,0
0x036defb573c7d41ed8296e75ef4217a3abd6ea39,1,0
0x0059b1362036370fee5279ff620eefbd5ad43502,1,0
0x03bb17eb361406f93ea348cedb34720b49029b60,1,0
0x03bff534557a9f091e956827723793eec1c7f4dc,1,0
0x040ea9ade5c5f75529ae0af126eb0fe74b49e344,1,0
0x04c3df4e5300d91d909d27e0ce9372d90cb661bd,1,0
0x041881f7eb1dec3f4c48c8d5ae5c3c3fed391c77,1,0
0x0557b918f0fc8f6dcaa506d9d7382c34b124186f,1,0
0x04c6db1c7a70da010614b6f2c1e1771770a08b2f,1,0
0x042b70db6af4aea6443812144a3cd77446f5609e,1,0
0x04f1aaef0de2858986ff727cfecdd38f08db18e4,1,0
0x05747f9a5b8ceb7517ff892e1a372dae3bf37707,1,0
0x058fc5ebb83ca3444c3753b1aae395b4781b09e9,1,0
0x05cb981ae756c0adab6b75cbf01a94f5f65c75dd,1,0
