address,main_cluster,subcluster
0x007e359e682682046ca4902322af32a848c42612,0,0
0x00677fb5c86890a145184e657d63c97862fa2cb9,0,0
0x0092d7f76c4d09d8e026914457997af83bf3891a,0,0
0x00925b27014488e92411392e63556d4e81f49e6d,0,0
0x009ac58cbcde22102f47053b6ea3676a4d2ea043,0,0
0x00438a6a4a7d7abc92f9ebba34baaae672b91254,0,0
0x00343e83052101ac025ddfe407cd334aa30b35d5,0,0
0x002a89f54b8b527f92d8cda8a07ea8bda5bfa592,0,0
0x00604d39eae3767258c4cef66a3e2408f3ed995e,0,0
0x00850a4e52c271b469c59cee412fd1e6c6703e2f,0,0
0x009b6fdc988a7d6a526f676a02e7617632978e0c,0,0
0x00a5e32bd4dcd6e298fc778aca4e18fdba85b7d0,0,0
0x00a8bd3ef650958d4663e937c78b1e97de604ef3,0,0
0x012596174bf7273c427c915b02bdd38c793fc7ed,0,0
0x01508c1609e29b539d869dafc804c08aa74f8aea,0,0
0x00a978eaf6274f7f2e61d679baf841497a391a3e,0,0
0x00efeb4b490f5e7fe40cba571c4ffe4325117545,0,0
0x00f373716f86a2e77364816934adff26c13d4de6,0,0
0x0190717a4b0da2fa23039663597e4af5815efe6c,0,0
0x0196c5f2cb0df5e0d3db2631d7b2d9c62448afad,0,0
0x01d227a16d131549136e14b1b5a22ca37ff0fe07,0,0
0x016437cf048cea9eb22796a8d0ea72e7ff078a12,0,0
0x01e59320d001fcdcca935f903192e67f0a76a39b,0,0
0x0200786442893c592747c03c1bff2a8ad99826b8,0,0
0x0227a31d32375b8b2bf10f6ae7ce1625de39bdeb,0,0
0x02467c20470f18b4eef8ec283c3b64063cfde56e,0,0
0x0249bf2afe91f7f9b13a4a1b8a4238d3e357691d,0,0
0x022c5fc21b3943eb08edbe1e40ba6fbaf8233e80,0,0
0x023d2f9cd0b4ad16d887c2bc25709256a923475e,0,0
0x024b67a1d100882f26ab05fe76ce453b8cd27164,0,0
0x024a465291bdb689ddab1d43cb4921aed877c4c6,0,0
0x024d0a7c05a7d3088fa03d39aaeec4ebf94e258b,0,0
0x02680937cbe413116e3bba72246a93f9550f5287,0,0
0x0268ae7852502bd05fcd1333670af7b2e9358704,0,0
0x026cb653fed6212e66896189fd9ee3e1fe49a387,0,0
0x02902c564e671fe4f418177f292bc5a21ab6c443,0,0
0x0295619934f0d7308423cad07b0c847b320015f6,0,0
0x02976c0a28cf220df278e0afd113475ee59f5591,0,0
0x02a309fc737985859ccb25e4b8a3be824a56bb23,0,0
0x029cb35b845fbbe971bfab1d9e6c1c7facaa15d5,0,0
0x02b6c2ff27c25f48b4b140f965762a7991500de1,0,0
0x02942853609b199347a05b6207937cebf65b6f41,0,0
0x028c133a34d1832c1872945d2721af78a19b08dc,0,0
0x02d2c052ce9e15ba4142364bb6cbe321159ca3f5,0,0
0x03060b12171e70bda2434fb37dc9508ac0b354ee,0,0
0x0316bf8cfcbbaa07c1dafbccdbbd110879dce4a1,0,0
0x02d4eb1001cf35deebaf9625d3c04965c840ac5d,0,0
0x037f06616dce37520a162307bea1d3f79dce2136,0,0
0x0321e63d12bc70a03315517689cae95f20689fcc,0,0
0x0398d705b93f852a555cf7271459b5dfa6b787f5,0,0
0x03be5c6078f9b5da67aea03cdbcf73556d0f46f7,0,0
0x03e366789b82e6f40c6728034f4855359d9d3495,0,0
0x046ad9922848fdfa4da1c0be0601cbff69561555,0,0
0x04a53f85841b9ff75b6623e3fc1a79d1a4bb0dad,0,0
0x046b4d388839d6608f607fe4dd16545de3c4b414,0,0
0x04e246a25fc24eb62f25bf2d94007d6e4ff453b5,0,0
0x04e5bad003b5722e9dbdf034ad032d9cb38acb43,0,0
0x04dfb1b9af30222816450f7076299c43417e39a6,0,0
0x05361b7cd0735f052d3d300b77abf2f78a03615b,0,0
0x0536b130630aef903fc470c9171bd4c9e9cf8887,0,0
0x04fc9a96534fc001c01fb5f83f5358536b2d5757,0,0
0x053bedc15aeaa55d8c174384936d0a30520589d6,0,0
0x054181f3af19753f3e0896183948a2fac06183e1,0,0
0x055abe7174386657110eeea6fe1eae546322505e,0,0
0x055be867821f52a622a8ff8651941d4937ef3e1d,0,0
0x057520868d23229298eacbe765adf85e22a64009,0,0
0x056e40db2a8481f6af7a8be8bc20c9f9cf36d90c,0,0
0x0588734612a1da4ef952bebd9ed26bc4f790a216,0,0
0x05bc0131f034e15e91f66cc4cdbfc819d2a48a53,0,0
0x058c17a28bd3ee6812b38e055ae30528baaffaba,0,0
0x05b52a577d042a310189a0e7242ba58015c679d2,0,0
0x05cfa0a4fe7a5b9fd2e2ee97a3bf9415211df191,0,0
0x05dc4ce42b7fedce88621559bccb8f33c252da05,0,0
0x0627cf0b7d25241ed40f48628d0a2a8e11379878,0,0
0x062c512ee9b1fdd61d10df49664574b9502c4ee6,0,0
0x06ab577519a7088beb49ac55ea4d72e620103d03,0,0
0x06d66fd6075ea82a4f15b729973277e2c884d31f,0,0
0x065b171f9fa02952ab9038f287767ea67703b21c,0,0
0x0678df20e8a7ab46e5620b02c2a7fabecb2ea044,0,0
0x06d81b17ad7f9ac49e05a16d72f41d2e045e45f1,0,0
0x070087d95dc29d2774ef585b3c2ccadf95c65cf7,0,0
0x06dfce1f73428fbc864df06ef1a18179aaf217e1,0,0
0x071a23ca71dbd672aa4db8c9ccc1569f9f0468d3,0,0
0x0710d4e69ceb4966c14c87772869570067dc9b5c,0,0
0x07357e445250b90506ebd883fab33ab8881bd645,0,0
0x073201ee84a09288192e626af0e12037fd38a8ba,0,0
0x073a784514e62ec750c3d13f6877948ef5a5c41a,0,0
0x074a3219a4bf91b7b7735f7f4bbb85a0c0999b5a,0,0
0x07516923fa65bc865c41ea77aa4df91152e6d837,0,0
0x07541d686b7373166a0c7650205ead7772964c41,0,0
0x07546531cd250c95af81a9ddea159cf774a381f5,0,0
0x07552d1568f5f0eff3ce71b5810eb474774b46cb,0,0
0x077c2284cc8be7958e7146b2899cd05c6236fa2a,0,0
0x0793df46c3ec5bb5fba5856b46b099f69a6913e6,0,0
0x07bdb3b37359b298dbcc9fc10a9c1868f1a6e065,0,0
0x07b9d5fd98f83882321fe999393b5586a4a4512e,0,0
0x07decca8e1979f78b05653f1917872720e56eab8,0,0
0x07779bdf3e8552d2ce24c8d7a3a2375644a80567,0,0
0x07e55bb96a65fd8a33aea30dc7799b30f1561d48,0,0
0x07e456f0afd4cff4d2d207aa14b174d747bd7f53,0,0
0x080437dd2e01c977195248afba4e634e3464db1e,0,0
0x080e29c8a054ff9a864f8064a938ed7ba231761d,0,0
0x08181fd91f3f23379f7c5aa16e3db80f05f4ac35,0,0
0x08516da1fb87ba4cffdbc9520f524d9750230e24,0,0
0x0879b5f99bae2ec8bb3d554e300b47c0e6d96b89,0,0
0x088888f4bc4845cc785bbf2746410a569fbd36f5,0,0
0x089cc4b916a1f36e297335c9a6ee0f7ab36e5102,0,0
0x08afa4413e30afcfc899710c3a2dd2baf940a3d9,0,0
0x08b4eb2e5d5678136db508e3b9579e4e9dd5aa7e,0,0
0x08b775929900d83d3f76385e34072f01d92f1922,0,0
0x08b7f836dd8ba90de3d20a8ee0328ec50840785e,0,0
0x08e7026c7a13980bfc18d1ac3c510e24c49c3a63,0,0
0x08fed07e09d9bfc15b1e1bb7e74e910fd0718abd,0,0
0x0904e524151a8c9c73bacf28b81c4606ab88d33e,0,0
0x095373a529bac72eba6e26a3a00d30f6a6f82bdc,0,0
0x0976e1568afbed1b9c4c4ecfe791eb51e11860d5,0,0
0x098ec42238c12e7cfb1a4776d70a631c7f2a22df,0,0
0x0997c78417c5b99b43d0e54e4f281d15b9637caa,0,0
0x09c1121308bd491bda232b21b51336299e26f55a,0,0
0x09aa68de13e100f12e23f6f7bcec988588977bd5,0,0
0x09dc18bafdbce5b4e1aef33c673eb129ba2b3a56,0,0
0x09d2270c0c250c8ecf058ddfcf4446b66d902235,0,0
0x0a60ea94e543d4c86824dade906a2a9b6cdc9e0e,0,0
0x0a2b0c3a8eaffe985885d05b1eea7b3a26e51cb8,0,0
0x0a81c11e9c7a8ada1ee5c6fb27eb954058b40a15,0,0
0x0a6d090a40bb06b38ba35171d5f23b01f9581931,0,0
0x0af8bd5c9488c0727e76795d50849d17e42a440a,0,0
0x0a8e3f979d16e3be92c927b3b63d2fa8ce5aea34,0,0
0x0b0f6032c10ad63eec4b89d7b73d705df812ec9d,0,0
0x0b1455059ba29d80ea77a0b0f755cc00c7784b65,0,0
0x0b15ad3de26701c9f67abba850bd6d43ab0f0b12,0,0
0x0b1abb5a5b99bf68a6c6356812475fef6eade65b,0,0
0x0b6731e7fb8c9d7c31201cec4ec5357d8564ea25,0,0
0x0b4d563b578d2b095ae6192acd122cc645e6eb49,0,0
0x0b80ed540dad98618c09041cde8e031eca3ec925,0,0
0x0b69741420f48f15429c8fbf5b76a549f8f475d7,0,0
0x0b85c703668cd4c4022ca70cc381640cbbe1c67e,0,0
0x0b87d739414748e80e8d6d57658a347aaccee826,0,0
0x0b98dc754e750c70a8f397971636282f134f050d,0,0
0x0bab9dd7895f5e1b598a100fd7fa3d2a759bfa97,0,0
0x0bcc5ab12fee95a0ac3d4cf21570b106c7d49f6c,0,0
0x0bb16e828ed16bbc20990cf75c8612ad52e58b17,0,0
0x0bac6355ddab02f4b03ea34a83958d2c2ea7590f,0,0
0x0bf3fb6df508c9c8241bc62e1135e2ec651b2f25,0,0
0x0ba92837801350b09f3639618cbc6ecfe6d76314,0,0
0x0bfe836652b4c684e9cea545b1c7d39f680db2dd,0,0
0x0c44f88ad30ef26d3750d6b05e20c22870e650b7,0,0
