address,main_cluster,subcluster
0x00c4aec319a4cfca1c9333821c8d3ad778dd9f4a,4,0
0x0045b46585055dad945db04f407f3b8fdca47302,4,0
0x01183fc94330b209f16ce3a3931c7c8f728e8e9a,4,0
0x00150bb1e789db2ef9ea99de8d7be3531fc6f90c,4,0
0x004720d68ecd9bc62719bda4f72bf4af8a5ce147,4,0
0x00798bd38437b763dbee6f739b096fd1c7a98cc8,4,0
0x0034d381a1dbd2f0aab20d2177863fd0d0e84317,4,0
0x009e79a219157790a49e61b5b489ae012f09e184,4,0
0x00d77905903ad6173d6af3306dff5fc1635c6d99,4,0
0x015da2ce03caa36c8ae87e4ce74f08a5059dae5b,4,0
0x01205e777554fb777344ca68ac1ea61ee1d0ba5d,4,0
0x01d710bf039ae05d4d72732774dc6a71b8df0145,4,0
0x01624ec6df088c31cdf6614341d23dac1d163de8,4,0
0x01c7dfda0cbd437cac845393985437a9cfa4cf94,4,0
0x021d2e5081629a0de7ab53b394d04f4c1f3c79b1,4,0
0x01d05b691a9921b37246fff03aff740beb28a36f,4,0
0x019397d11f4dd020e3220eebd961d08e77d63bc7,4,0
0x023021d1e81a24e4d4f3dbb9c84e920127e42586,4,0
0x00387bdafc74cd8a0e8b506bc5a4c40c54a36920,4,0
0x025e655e5202b5bfadd06cbafc7047c2381183f1,4,0
0x02b28f52db7189dbdf74d9f70f190793d6ecddd9,4,0
0x02bee02683574712bbccc99364eb71f03402ea7f,4,0
0x0270c21e3ae3c7c6a26bd2a3c2c2c6d1142cf387,4,0
0x02c6f5e4dd7557dc77cfb786f10c0d03bd876a4d,4,0
0x02c002b52b966dfd4824ad10f3598f2731348e7a,4,0
0x02e04bb7dcbbe08cbbd2420cef2fe769fd8de114,4,0
0x0355a0f6e3ee139ef4dd95de4b0bf38dfbb24d96,4,0
0x034cc46ab17852da6480057f8bb7548774f1d9aa,4,0
0x03b459d127eb3d0fc067c352ae288e79232b3574,4,0
0x03bd309930ab86cf732f542c9bc6d23f0d53e4b4,4,0
0x03b56f071e025e0700ed527c66b7c65f7e8df6a6,4,0
0x03c679c7d8d1937a51c927447e44c8f26b41d416,4,0
0x03cd26397241f5239fb1bf1143707dbe329358ee,4,0
0x03da7f3366d1aa09b4cd9426e3645721584a9bf5,4,0
0x043033d3925d8e31c95bb4d10a3441b35cfb536e,4,0
0x047f5b89a72ffb7e3abdda9caa58dccecb2530ae,4,0
0x05009ac6a6da4d9734d009a5631ab680831e86ed,4,0
0x051e157a19dcc03a34868d34c932d82638de8205,4,0
0x052ac40b442b07be0753caf595aa6c771f6e36f3,4,0
0x052d33847a652fa5506ddcbf301b99d0bb0a9e4a,4,0
0x053a5b2fe05460dc21a5dee3b425864a105af9a6,4,0
0x05e16dcff9ea88608ce9fd767a585d95348bfac6,4,0
0x05fcd91f3ce3c07fad3c892bebc4e5e764429a4c,4,0
0x06024c14efebd1a06af6a9395d6495ecf008f6b0,4,0
0x0628ce4cb2f3573d846830392a9f047beeb438a7,4,0
0x0621a12973373bc102ee12eccb52075b774bb741,4,0
0x064d15a34ad53e4dcef803f23fdc25c5081d64c0,4,0
0x0652e0da1f50c895e5e3d7d4653d939adb2d8c7d,4,0
0x066b8fc7ec2699d53da064796aa206ef1125fdbf,4,0
0x07089f90f2bb0e24fe3d2fd623b56fe0dbef01a5,4,0
0x079db880d4f0630a30723652c1ee8a02d2f599c4,4,0
0x0730bf8d59ef0cb33dd5f673382fc7ffc702b957,4,0
0x07adb24de60649d87fb74d03eca4d74e7fb53290,4,0
0x07cad06d2d6be5421f9dc001a70e37c1fc8f09ff,4,0
0x087ca27275cfbecd7c468f3b760409bd4360641b,4,0
0x08b3f6a0c13807e828f0d2b4b18c2660436c9010,4,0
0x08bcdbe8b7db3d744cde8e0c1389a9655ca320f1,4,0
0x07f42f83d1c864fb65c94a1b833233027fc1bf94,4,0
0x08e209a8892aba32884d29700e2f9f5b7939239b,4,0
0x089410f60339bf75fd48fcbe700bf66fc36cb640,4,0
0x08f987123014414e5a68d544850c65d8e3f92458,4,0
0x090fb6ec01bfd921b1a4d216cdb9a1fd6b620e98,4,0
