Address,S2 waifu_reward_tokens,S2 llama_reward_tokens,S2 Total Base Tokens
0x1d3fecd43fc4cbbf20f73ea9de5e7009c956ce06,0,18777.697814187002,18777.697814187002
0x86808d5cd247837ca4d16a320d2c798c4ea487ec,0,18768.30964974045,18768.30964974045
0x7c5798a1c321b8c4a1fd35d29a07e3a5f16f63f6,9691.254161375928,9062.614266014849,18753.86842739078
0x9bc62924954beda0414a7960a605a1af4fd76c74,9872.376687383889,8813.247598108468,18685.624285492355
0x305b9b018e02a669dd35e464ed18ac99fec510af,9706.786968557495,8954.821215436767,18661.608183994264
0xa3c98bb88fea2291d1d9ea9f2a0f12ea26b4b4c7,9792.027185614343,8771.941782528262,18563.968968142603
0x653c889bc68ae1edfdcae14c6c619107315e98e6,9901.818058277448,8661.665415806843,18563.483474084293
0x7a7fc7af075555791890e0ad0c1af821fe6082ae,9966.240527582475,8576.024501763386,18542.26502934586
0xc92254106c03679249de862436f37987e2da5d24,9656.789211197887,8881.222891661451,18538.01210285934
0x1da62f2543ed85d8e248ae81166f51e91fc12d9f,0,18472.468949857204,18472.386955163307
0xf811dcf1706ccf618b9cbae057a5739c08cfd11a,9597.268153771274,8868.398026639125,18465.6661804104
0x91348518b2966ccc00a564c6847ee49934f2f075,9579.802896949132,8826.238137865455,18406.04103481459
0x8b2852df46f0b42a73cb5fe1e86559059aec2ce1,9542.698922174754,8793.90022243661,18336.599144611362
0x484531583e3cf6621eadd9778835185444144b85,9709.274894455071,8622.353823495445,18331.628717950516
0xe47a7b3ce519cb1b04604cc4e8cd219f886c9311,17861.13738692431,450.8205006937941,18311.957887618104
0x12b90c44d669f8cbc65ca94c8275a4343cf299ef,9727.529463874474,8570.314967929578,18297.844431804053
0x53708b9ad25d6d04e6056f94d52fab2b710bc978,9544.268625085806,8675.089558648939,18219.358183734745
0xae38d60a356dcb032b76de3438c3977d3e188bcc,9960.1691078658,8172.606038168736,18132.775146034535
0x72653ac3f63fab536d22d23d1e5acf1b47cf6c4a,9901.086269489033,8217.320468849895,18118.406738338927
0x90632b902fb94e71a8e352dcf5f6e3a087f05b39,9544.020461301927,8518.356064787971,18062.376526089898
0xb975ce6b77392aed2e80c48605cec26dbc71cb7e,9856.358864004224,8183.095474331552,18039.454338335774
0xab507bf0e8761a4ec25e7c9402a1bb6148ba6d39,9921.595289390245,8074.703199398811,17996.298488789056
0x1be9f58074327c1e851294d21a157bc028e3071f,9509.742747264567,8481.807899304706,17991.550646569274
0xc75cdc74b8f9a09c7b97780ddb0953519d437209,9585.843281534979,8372.596243498272,17958.439525033253
0x60a44bef3b8fe4d5c1403c1def320f2d95cf7278,9484.34714202141,8440.363957647414,17924.711099668824
0xcf9110b6d27c653c5394040e0107f89c2d7b4f60,9423.454878035724,8434.133396334058,17857.58827436978
0xf0f8323126363774dcd038b733a2b4727298b7fa,9841.33051843122,7960.756562876786,17802.087081308004
0x22e0225540ccf80ab3c4f029f3de75db785754a3,14369.325199248306,3406.2358602087893,17775.561059457094
0x1a80131c63f7b591440c25d3c24d5c343c2559f0,9607.039588912561,8153.486374341816,17760.52596325438
0x856482d6824c8ccca851c320caa02709d1acd62a,9664.93824181105,8071.212967941632,17736.151209752683
0x90e1fa3662fe92336178cf292bcdfbd423e17278,9464.123360300526,8211.887911336851,17676.011271637377
0xc7fd5f2e63db261bd557cf90dba2838534ac38fb,9291.819704891059,8224.136433558855,17515.956138449914
0xfef70f15be30773852749f0a199573cee46e2a7e,9674.284798537412,7774.857394040885,17449.142192578296
0xbf6c9b34a76e7ca24d85e244c7b6e0c5ecbc4296,9417.48437582346,7920.348199883974,17337.832575707434
0xf21bacd88ff2ce39ec9a4a8743ed474c5860f32e,9234.650349895093,7830.797729979748,17065.44807987484
0x429001e457888c862cc622478c2a21b0fd71235b,0,16939.851852906686,16939.851852906686
0x631e6221c221faec93db0e1514b864ce16cc93fc,6718.004283854876,10081.321727578073,16799.32601143295
0x1f57941e84a83c07523f26be0b99f8a147a25602,13233.649472700743,3488.4559910155435,16700.90132985284
0x45b3776a1d0b4dc61bb9cc39b561c3266c2d5ee0,6775.917030936197,9900.400419394893,16676.31745033109
0x8fd05817afbb3b91f7b521e429879af2b1a8e0da,6722.320955491027,9865.761358480178,16588.082313971205
0xaf2f6f1b555797535ffc420a48f3853f47bbf565,6455.209370568299,9959.415060591227,16414.624431159526
0x02711e7c6df365e226e3fac316dbb7415862c363,0,16321.312570614387,1572.6573440694096
0xaee6d9b3a154d21b83d68c8cc0741be19a6c48f5,0,16278.297136461002,16278.297136461002
0xfe361ccaee61b467e2070adacd09058cf7ac199a,16156.608583728286,0,1614.4918549498532
0xa1eb15b19fe6107c61379f0573d9af8f406714e1,6575.549002384939,9357.77449242773,15933.32349481267
0x31e72321e44e02ba0beabd35578098f2c37f4229,13994.512539978023,1904.6445033827833,15899.157043360807
0xa45604fb9c50f8cab759c0b997e8e3e8764f68c3,6583.461700595904,9286.944065030077,15870.405765625981
0x684d37767e58b1cec74e972ebb0efe0e96b45cc2,6353.932296769938,9289.006745168306,15642.939041938243
0x794f4c165c21d4e7d36de520be581859303379b1,0,15589.48912664173,15589.48912664173
0x33b08f95041b49d514525ca6f260bca1d27fcd04,8538.817648699074,6967.713508995497,15506.531157694571
0xf61148f30649b391768477a814c4de4d59ee3462,8635.364481617697,6865.160498318809,15500.524979936505
0x7e6d59b9547abddcbffd838cb86e2dc245a7d76e,6275.801545788811,8996.714749859857,15272.516295648667
0xa34728a1407d54d75cdbfd5fb6c38e6f49d1c91c,8843.602264785677,6407.90111607167,15251.503380857346
0xd99639bbab0ac9f80718f80573fd596a51f3268b,8704.26250605778,6503.502943124044,15207.765449181823
0x50d2f9f35168c9b98875caa78e234be33e0c1ad8,8506.344944610923,6630.047072517814,15136.392017128735
0xdeaf249138363a20703e0fa7e10dfb06039d168f,10308.312671437114,4823.39075704855,15131.703428485664
0xd1506cb55e53da4bcd40f7c8adc0dfbcc38f76f1,8545.411587710174,6565.64310363327,15111.054691343445
0xba10c7978ea3a9c1bf476e12c92782d999dded9a,0,14866.570227744893,14866.570227744893
0x68872671252ad934f6848da6c36131d527cad38f,0,14809.774537869233,14809.774537869233
0x86d880ac9134703c940565481f418c4f334591a9,0,14684.76138954802,14684.76138954802
0xae0e292650ad61837922d4e2fcd5ef23608c3bf2,0,14508.011918422473,14507.998605795688
0x232b7e030c95d322322b4d35f12dfc5731652b2c,6984.666480774651,7504.41992617087,14489.08640694552
0x8ebe9e0cd0e030d2f62763826a0703b40d3e7f18,0,14441.707960686092,14441.707960686092
0xc2199a108e417612d18799600147b446130754b8,14350.156078849068,88.2815935757587,14415.201371825398
0x10b5a9b2c2d0364729130e23a832b6ef93ee70ab,6814.80162799015,7511.366069863399,14326.16769785355
0xb7f0746365614000c371c55a72f381bb57613f22,0,14193.2356536315,14193.2356536315
0xa8dfd33561a4b5494475a6a43acd956e5fcd9b89,0,14182.030568630498,14182.030568630498
0x0563bb92569d50c6cdaa1e9725be0266e5160062,0,14181.818311183213,14181.818311183213
0x8b413451259e0916fe2f8253b7afb2d2d1692d78,0,14178.465804196161,14178.465804196161
0x453988aeda09cfd386eec475c3ae1c189e17f8f7,0,14177.793634008482,14177.793634008482
0x2c4bbae1065106de04a6c00fb2491e6b9fc0863e,0,14174.780199071834,14174.780199071834
0x635fddd17ba267324a6cb6a07e6129a1ceb9b7be,0,14165.332091499198,14165.332091499198
0x11566075a851cac803f5031ef596ffc186a0a0f7,0,14165.131237888512,14165.131237888512
0x8764ba5da21d34edd91842c4e4a9a8005693152b,0,14162.605903629044,14162.605903629044
0xdcc231104cec9ae1c88f1a3cbed2eb1618a82851,0,14160.912719311034,14160.912719311034
0x5e38612e94f0cc4b6030f7a22b15162ac4ad4ea9,0,14160.69684319592,14160.69684319592
0xb32a38c39f2b0ea8d15cb44b076174d992f4be8a,6775.356925214358,7380.768072469406,14156.124997683764
0x03320f364f76f588d282b725226e088370b84b73,275.8435204030776,13570.360563623397,1359.5281998066152
0x8d4e18750847f2e642865eabbc730eefb12b04d9,10518.641155433514,3272.8702858970464,13791.51144133056
0x9efcdcb5da6f152199b800b334fcef77b6793ed6,11627.160637400357,2076.9919338045593,13704.152571204915
0x74cdafed4279c85869e7f7c9c969d2490dbda694,6176.667590452455,7450.0420639433805,13626.709654395836
0xb72ea8bf41cd0d5b9c368b59515c514ef656f864,13614.900465933637,0,13614.900465933637
0xdd20fc4a32e181be2915aa552779c365d3ee794a,10342.516303714214,3061.947257986108,13404.463561700322
0xe1d1dc44edd26b43f552d0a50b8fc8a72ad31c38,5952.155997534693,7376.198420165118,13328.354417699811
0x75589d176211a120881f91c687ae6472d3b90d1c,10187.078315341669,3009.767018477511,13196.84533381918
0xae680f07ac600b0dfd845ce54da49499b665b573,5912.719922734194,7047.165539133399,12959.885461867594
0xb4e62423eee78bac49dc4279285c02f47066ab53,0,12808.76416242598,12808.76416242598
0x8c7d177e98b1ce87931c5b47a87c57ce2d7ebf3c,0,12751.923987689848,12751.923987689848
0xf5a1cf1a7656fd1c2a40c539c6a355050489c620,6889.527732244894,5846.547705025346,12736.07543727024
0x7a8fc53a7bf6b5cdcea8009ebec8919421c901a7,7586.307409275582,5002.872198901608,12589.17960817719
0xeab28c33539729a3d2c02fdbc23523662d6746ab,3747.2491009984433,8712.109428552525,12459.35852955097
0xf4e505f7d234dbaec28061cbd6011524495fe835,6981.767210585546,5341.446954982702,12323.214165568248
0xcdb364dc944709df1452a21fc94804d10259638f,8891.193139607421,3374.5021104401435,12265.695250047565
0xe47742d9418135c1b9e2facc755706b31d07bf05,8912.058739804432,3341.546155278801,12253.604895083234
0xaf3ab1681f1209186b007a2b584a94a1e79c583c,0,12055.311205659424,12055.311205659424
0xcac5a6f855ab6ec7a25daaf0b9b0319f026d020e,7510.202324051314,4534.191444978929,12044.393769030243
0x4329d6dc8691fe5b1c5fd668c19bc2ee31cc2e27,6935.072960464404,4940.470018325859,11875.542978790263
0x3c9f5c9409b9b5651c513447d43d6c172091cbf1,0,11863.689976154381,11863.689976154381
0x453e587e45fe9737d4bee9cfffdd44e57380eb27,0,11858.278396590866,11858.278396590866
0x14df63191d6da0d3d8c3acff86a844144c851a56,11759.756936928487,0,11759.756936928487
0xa21e72835643082253de5881bf12874e3881cb8f,6809.438408717104,4861.389726568893,11670.828135285996
0x16de7677eb7d16e41da9c858f1f6d087dbecb7c0,7157.63501542055,4500.6504919933295,11658.285507413879
0xeab3fcf31236e549c2d9ef0ba83176119a84d0e1,0,11142.36467654847,10953.532043857691
0xc1da7e6dbc1f356a5cd993cfa14e7035c6ff79aa,5085.375598033815,5880.507669297407,10965.88326733122
0x2cf69e90b9ffba9220f703b36d2127f6ea55bebd,10773.867391041333,0,10773.867391041333
0xa8d3376ba2f60182a3bec1bc31ea7478f19186c9,2636.7758672625846,8125.680782114987,10762.456649377571
0x2bd97281144c81bc373293cf907ef8e3ceb649c7,10625.065012252413,0,10625.065012252413
0xff06ace12b76de5a345fa65e77976aa39598a8cc,0,10487.966616887248,10117.11547004491
0x92d673a3aa5225ff89d50f26cf77be7a1db8bbff,4.298325004815215,10246.418995355052,10250.717320359867
0xc919d7ca2562e267af63b1e6ccce355d949c3b94,10183.76588583522,0,9758.926062673423
0xd8b982009ce568d4a823dde81be006ffbe667ce2,7521.205820414286,2597.1086395838797,10118.314459998166
0xb2272a602ec72d59da7442c65d66883ded70956f,0,10065.299975390264,10065.299975390264
0x22323dc2ccd39f75331f90d339bb321bc46554de,8414.521239403473,1556.630375563277,9971.151614966751
0x7ed687cf6edcf631e4554ba8951d90790045b4b2,0,9927.383025854264,9927.383025854264
0xe7a3d785b38b3b624d9e90609556189eb3915ffe,4989.303255991603,4508.4823388977065,9497.785594889308
0x22364826b0b38b32cf9b6ac83d9f27b55df9e80d,9266.435743809681,91.47591936582263,9357.911663175504
0xb127f1a23ab7594c8b8aca186aef97e68beda886,7128.9538658542515,2182.5033832861873,9311.45724914044
0x857984c95ea734bf197601da541f73ab44832e2a,4753.299113410587,4540.611697145459,9293.910810556046
0x9eaf29af613b0e105c39857e0a7d0d1d1a284dce,5944.8330472848675,3289.0838901569864,9233.916937441854
0x9e95f5a53318b846ebc2cee55991e487fe2e6b86,0,9098.254202954913,883.0079715480879
0xcdcd29bbaefc00944ed5d4aec9630cf3fcbf36d8,5918.348338190057,3110.446528867057,9028.794867057113
0x677bba535f794c1c489b329a51e779ee99f0a92f,4870.27770677191,3881.3254325004864,8751.603139272396
0x2ccbc1f3f720c24d70730a459dd75716486d6cf9,8622.993643238286,0,8622.993643238286
0xf98ea15bc67fdff2d0ff16a6f02de92daa1a96cf,0,8566.333951423518,8391.148135817866
0x70a202db945718e599ed3916a1154963a327c7ce,8419.350930165368,6.695191370084804,8426.046121535453
0x9562906fc18a0a07ba54e83f9eeb8311913d1699,5589.424233867087,2727.4488937887554,8316.873127655843
0x016ae5637339de0ef950b769539ba1f010e3b802,4571.77368532128,3677.832923947927,8249.606609269207
0xf202f91dd971f714d41c4af5625cafc477e0909f,102.62219746053066,8139.851949794512,8242.474147255043
0x1f233b3287a95c42b19d3083d8796d15112402b4,7638.626225582825,417.4664396213524,8056.092665204177
0x5849fc15d83410e2af76fc9f70cf65e29d559de5,7607.760568505913,15.29299220289976,7623.053560708813
0xc75e4fc7d9790fa350d12aaed3077ea089af8d09,6725.178833599926,876.4576415067999,7601.636475106726
0xd8c9279a66759ffced51499023c3424f66d906cc,0,7414.52526446953,7414.52526446953
0xb5d0dea716865058c5ee06ff6e62eca5a7c167f6,7355.483107542071,0,7355.483107542071
0xddd5565eb4fb510982d30543dc077891b58a58fb,3900.673996474707,3397.960860221069,7298.634856695777
0x5d14176e080a3f8bc666a5b29dc2a96559eb8ad3,0,7260.029530618667,6936.98297667484
0x2fd0e2dde954119f8dc2258e89557717b24a63f8,0,7255.784881817023,7047.059189474994
0xe9083f19925d7f14615fb4a0f00f3dbb8a13454e,7127.748826267783,0,7069.7354216230715
0x6ecba7527448bb56caba8ca7768d271deaea72a9,3826.8123741814948,3272.6752303567514,7099.487604538246
0x4ccc11758bbe7ace37cdc25b7644dfe2b7bab0f2,0,6811.458596245269,6811.458596245269
0xa447fbef387fc5e9fc7fa9b82b3e18fe469d59f0,6793.805045466777,0,6793.805045466777
0x0d0b9458d828d67bad9ce28fda403d075eaef602,0,6789.005932100782,6789.005932100782
0x8a3de736c328f2240b9b0f2c059df44493391dd0,6451.908788046038,0,6451.908788046038
0xb5e0c8b07e746c74b30495a817c4d37b17849d4c,6383.151591497,0,6383.151591497
0x1b7f14509d05b8d5e529cbdf111912536d3c360c,6322.783346212442,0,6322.783346212442
0x2501016d22c7ba882614f8f007426d76db032b3a,0,6193.629587654805,5904.758705450174
0x76598778afc551669a9c3246186d7e6686295982,0,6175.84115805248,5887.121102236375
0x7d9d1821d15b9e0b8ab98a058361233e255e405d,6141.161647551756,13.10952721134712,6154.271174763103
0x05641a5cb07df48f9cfb792dc43e097d19e4b14a,6122.665100423505,0,6122.665100423505
0xfd4ccda940e91d1dbd2e66502e7288ccc033d9bb,6099.235279037241,0,6099.235279037241
0x41499e67d669851510e9d1df628cd2ad0758334a,2552.063468126268,3489.3889766198868,5903.788239808444
0x692a275fbc5a76eee43a835538fbd9fd3e386e66,2408.628869362045,3554.227155818836,5962.856025180881
0x305b40c318fb91c83cfb960d31fed1de58fe4b01,5918.0630505448735,0,5918.0630505448735
0xa000ad1221c525037504452819116941338e70b2,5889.496708680734,0,5889.496708680734
0xce889687990cd103cebe5a27b07dc4536819e41e,3842.6253962789483,1918.6804614333942,5761.305857712343
0x5d9524c60591f61d3b5b93b60a3195e200351637,5678.289981191857,0,5678.289981191857
0x876de2b615c813e33a2e36f2b44e98b10fe25480,274.4072428463843,5346.477397734545,5373.656030816018
0xa07c9e1a9dfc1e3ec3274f6d416498db9af155f7,5594.187133135483,0,5594.187133135483
0x49d74b1e43df072d94d9ed4efca3d18e0c1a1fd3,5536.899085489711,0,5536.899085489711
0x3e5d1df5d49ee490417e2475ff371813309430eb,5523.500215623121,0,5523.500215623121
0xc697bee9268d63c5d399a0bd14241b0500c30d0a,5514.994141023411,0,5514.994141023411
0x01e58d12215edddbc206706ca44229382fa373e0,0,5493.075396579756,5235.626998052345
0x88289ac519efb1cba5f522970e63264a969bed06,3953.837287183068,1497.8715796883446,5451.708866871412
0xaae0bf0287b584d57b342735d60d422b85378b77,3889.500029663348,1484.4352235387687,5373.935253202117
0x912a8bfc8ee771cfcd76f34287ac499cedfe6e25,3869.7021472113156,1481.4433225286425,5351.145469739959
0x3ab241e2c22172e9c80946f3e608879a5edd7afe,337.5591701812442,5011.297726979035,5348.85689716028
0xa16eeca3e9e03ebafe08f1151b36a59cd3bcc7bd,5306.684767403507,0,5306.684767403507
0x368168e4378ff2597421e5d52355490f58120200,3780.028309697801,1459.102736074391,5239.131045772192
0x5252d62ea4c6e7ae1a78320dcb9b83f94e443932,5236.9187305736705,0,5236.9187305736705
0x40cca322e18c33503ab8e7c8f0f96b1d0d7d0eb1,0,5217.936406423666,5037.260129194886
0x9dae9a4fc5a8804094e411b4dde918aa7aa951f9,4891.21175621319,279.5125368981235,5170.724293111313
0xd3cb00335cfe5e03072cf5a78e18b07e36e77d23,0,5157.942547793859,4921.755616068174
0x616ee9ef3f71ae29389a08b8473e2c4b7b82f5f4,5150.679014801906,0,5150.679014801906
0xaa840e5278e639a003dc52cff4a21c315741f4eb,0,5108.615779913155,5108.615779913155
0xa0156be27357e002e817a67056d6557a8aaa3bf3,0,5099.739267642221,5099.739267642221
0x6cdfd42dbb740868019ce7538acc9c8c0d144df1,0,5077.332544198491,5077.332544198491
0x4d8540a408616b15a45bdb5f80978f8e7f227dbf,5067.639449455463,0,5067.639449455463
0xe13804e05f3da53ab59b668fe49057b50c89c6a3,0,5014.185225468016,5014.185225468016
0x1166bc4bb8e31fb12d1bf48c8b512d66ee7673a7,0,4993.799332356554,4993.799332356554
0x3775c31bfdf8f5ae7620c8c9f955d48cf7228b0f,0,4887.638682746553,4887.638682746553
0xcc80448e6fbc93b55e459d33806a94a9f86a459a,3942.833758326434,928.088124861852,4870.921883188285
0x5e1e412226c8de8df29210c2611eb65624b77627,0,4852.841986959866,4852.841986959866
0xe5da8abbb4c9b00aaaa0f69f9ba0101a5e3d914c,2333.1998981466177,2457.430685402995,4790.630583549613
0x95f4575023d1c3787c8b5752f66d3a046169cbb4,4706.17960158351,0,4706.17960158351
0x29d1b693f8947dbae56b4f5f791ff093e7817e79,4679.468889643167,0,4679.468889643167
0x7b2adc1e01d5e4cd177a791984ebfdecb2e19d5c,4570.2342507089725,0,4570.2342507089725
0x9491e87c281cc15fe1edcae5953cfb00b0f8d5c7,2543.8083341380016,2010.8637318978515,4554.672066035853
0xc08b2b3fd75e63f9404cbd9434b3af0b745e529a,737.8393003491785,3766.602290354534,4504.441590703713
0x360ad525c85f60a7ff386f628e230667493d3fef,4483.312917800741,0,4483.312917800741
0xaa80e83f13ec1843e6a722ed026f8517ae680ba2,0,4407.708106388184,4407.708106388184
0x346902128188c7ab7231e2fde72903333c1c3e1d,4359.421011298491,0,4359.421011298491
0x2effa03491367d88b59f03f05da508c41158c2d3,4344.880919683145,0,4344.880919683145
0xfb9f9850e8f4612619104e87791a5e92e5c7d8b6,2857.3303224196766,1440.0893112615943,4297.419633681271
0x0f5d4f3b09a8de36073c450a84697f5f76a4ced5,2490.584485132284,1753.2449206339595,4243.829405766243
0xe685fe397151e9756a96d12ab21675027cecc973,4194.568162384459,0,4194.568162384459
0x6597cb2a196bff57228f7fe6c92b141aaba743fe,0.5598558146891326,4170.011666402125,4170.571522216815
0x59ec85d517af72da64ee84509cf5475171e6725c,4102.873456186718,0,4102.873456186718
0xd1d0c24bd726b14643ffefeec5a20e161cdc3446,4068.6276663928966,0,4068.6276663928966
0x1ffaf5856efb6ac6e4ae8937fc5fb5996e04718f,0,4064.6120280792866,3986.497221647687
0x9b13a0a33dd00b02db3b07795567e92b0501a73b,3998.977177975884,0,3998.977177975884
0x21c2489e1d1499502d6a987a943f0aea38e46e5f,3834.4816655893023,0,3834.4816655893023
0xd84f2a1e504f15b413ca9feea52135f01c5c775a,3751.1969919924736,0,3751.1969919924736
0x5ac8e9e94e9aa3cd938cdb8483ab246275e65fad,0,3713.1727014772277,3540.8276792338884
0x664f22a142cbd4c68d3fac6ed08f395d37c11111,1593.4553797484307,2083.258237655397,3676.713617403828
0xb3f799185fd1dabd923ab4a048e1d072d9d97f7c,3644.368205393242,0,3644.368205393242
0xa254ab9694769c815beeee932a39ce4f42d0e988,3585.6253272534336,0,3585.6253272534336
0x0ce0df5127973f7130c32f05d966f5edd2d33165,3313.64869625055,203.08092902212312,3516.7296252726733
0x8e0e44f84e836be8566f1e2e8ffe506c8329b461,3508.5062889240644,0,3467.5193665142174
0x1db3cd16cd07855883b369a29b74db0733c928da,0,3465.4289415574085,3465.4289415574085
0x5d4fc01e5250c7393013464ea25aa8bd30bfc684,0,3463.3704339668266,3463.3704339668266
0x2e3e1287da722757cb7e5b1e767bda71b2413a42,0,3444.963212468282,3444.963212468282
0x5b9dfa75734f251bf9dae418f1acfe8ce8f908cb,3443.578347457815,0,3443.578347457815
0xd8d232dfa5324f35eedd2b0e4dcbde3ad3699daf,0,3431.6593805082493,3431.6593805082493
